id,category,category_ko,brand,merchant_type,title,discount_raw,discount_pct,discount_type,period_raw,period_start,period_end,duration_days,is_real
e144,living,리빙,롯데하이마트,브랜드,롯데하이마트 홈리뉴얼 할인전,60% OFF,60.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e126,stay,스테이,아고다,브랜드,아고다 얼리버드 예약 할인,60% OFF,60.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e112,tech,테크,보스,브랜드,보스 신제품 런칭 할인,30% OFF,30.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e130,stay,스테이,롯데호텔,브랜드,롯데호텔 얼리버드 예약 할인,40% OFF,40.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e108,tech,테크,브라운,브랜드,브라운 신제품 런칭 할인,60% OFF,60.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e117,delivery,딜리버리,쿠팡이츠,브랜드,쿠팡이츠 첫 주문 할인 쿠폰,10% OFF,10.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e077,fashion,패션,챔피온,브랜드,챔피온 시즌 컬렉션 할인,20% OFF,20.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e149,popup,팝업,마뗑킴,소상공인,마뗑킴 팝업스토어,40% OFF,40.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e158,popup,팝업,잠실 스포츠 체험존,브랜드,잠실 스포츠 체험존 팝업스토어,50% OFF,50.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e103,food,푸드,공차,브랜드,공차 시즌 메뉴 프로모션,60% OFF,60.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e095,beauty,뷰티,네이처리퍼블릭,브랜드,네이처리퍼블릭 뷰티 위크,방문 인증 시 사은품,,other,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e153,popup,팝업,연남동 독립서점,브랜드,연남동 독립서점 팝업스토어,20% OFF,20.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e090,beauty,뷰티,롬앤,브랜드,롬앤 뷰티 위크,25% OFF,25.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e081,fashion,패션,커버낫,브랜드,커버낫 시즌 컬렉션 할인,방문 인증 시 사은품,,other,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e135,stay,스테이,대명리조트,소상공인,대명리조트 얼리버드 예약 할인,55% OFF,55.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
e132,stay,스테이,조선호텔,브랜드,조선호텔 얼리버드 예약 할인,30% OFF,30.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e137,living,리빙,리바트,브랜드,리바트 홈리뉴얼 할인전,55% OFF,55.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e128,stay,스테이,호텔스컴바인,소상공인,호텔스컴바인 얼리버드 예약 할인,50% OFF,50.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e079,fashion,패션,탑텐,소상공인,탑텐 시즌 컬렉션 할인,45% OFF,45.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e083,fashion,패션,내셔널지오그래픽,브랜드,내셔널지오그래픽 시즌 컬렉션 할인,40% OFF,40.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e123,delivery,딜리버리,동네줌,브랜드,동네줌 첫 주문 할인 쿠폰,20% OFF,20.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e155,popup,팝업,한남 아트팝업,브랜드,한남 아트팝업 팝업스토어,50% OFF,50.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e088,beauty,뷰티,미샤,브랜드,미샤 뷰티 위크,40% OFF,40.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e119,delivery,딜리버리,위메프오,브랜드,위메프오 첫 주문 할인 쿠폰,최대 70% OFF,70.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e092,beauty,뷰티,닥터자르트,브랜드,닥터자르트 뷰티 위크,45% OFF,45.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e114,tech,테크,레이저,소상공인,레이저 신제품 런칭 할인,45% OFF,45.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e150,popup,팝업,앤더슨벨,브랜드,앤더슨벨 팝업스토어,20% OFF,20.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e146,popup,팝업,아디다스 오리지널스,브랜드,아디다스 오리지널스 팝업스토어,60% OFF,60.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e141,living,리빙,무인양품,브랜드,무인양품 홈리뉴얼 할인전,20% OFF,20.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e105,food,푸드,이디야커피,브랜드,이디야커피 시즌 메뉴 프로모션,30% OFF,30.0,percent,2026.07.20 - 2026.08.05,2026-07-20,2026-08-05,17,True
e140,living,리빙,이케아,브랜드,이케아 홈리뉴얼 할인전,1+1,,bundle,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e154,popup,팝업,망원동 수제청 공방,브랜드,망원동 수제청 공방 팝업스토어,1+1,,bundle,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e145,living,리빙,까사미아,브랜드,까사미아 홈리뉴얼 할인전,2+1,,bundle,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e136,living,리빙,일룸,브랜드,일룸 홈리뉴얼 할인전,35% OFF,35.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e118,delivery,딜리버리,땡겨요,브랜드,땡겨요 첫 주문 할인 쿠폰,최대 70% OFF,70.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e131,stay,스테이,신라스테이,브랜드,신라스테이 얼리버드 예약 할인,40% OFF,40.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e078,fashion,패션,스파오,브랜드,스파오 시즌 컬렉션 할인,30% OFF,30.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e082,fashion,패션,디스커버리 익스페디션,브랜드,디스커버리 익스페디션 시즌 컬렉션 할인,방문 인증 시 사은품,,other,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e127,stay,스테이,부킹닷컴,브랜드,부킹닷컴 얼리버드 예약 할인,최대 70% OFF,70.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e122,delivery,딜리버리,각지역 소상공인 배달,브랜드,각지역 소상공인 배달 첫 주문 할인 쿠폰,2+1,,bundle,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e113,tech,테크,로지텍,브랜드,로지텍 신제품 런칭 할인,방문 인증 시 사은품,,other,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e091,beauty,뷰티,3CE,브랜드,3CE 뷰티 위크,15% OFF,15.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e109,tech,테크,필립스,브랜드,필립스 신제품 런칭 할인,20% OFF,20.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e104,food,푸드,할리스,브랜드,할리스 시즌 메뉴 프로모션,50% OFF,50.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e159,popup,팝업,이태원 글로벌 푸드팝업,브랜드,이태원 글로벌 푸드팝업 팝업스토어,25% OFF,25.0,percent,2026.08.01 - 2026.08.15,2026-08-01,2026-08-15,15,True
e156,popup,팝업,합정 빈티지숍,소상공인,합정 빈티지숍 팝업스토어,30% OFF,30.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e084,fashion,패션,반스,브랜드,반스 시즌 컬렉션 할인,20% OFF,20.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e089,beauty,뷰티,클리오,브랜드,클리오 뷰티 위크,15% OFF,15.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e093,beauty,뷰티,아누아,소상공인,아누아 뷰티 위크,25% OFF,25.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e151,popup,팝업,성수 로컬 소품샵,브랜드,성수 로컬 소품샵 팝업스토어,55% OFF,55.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e106,tech,테크,삼성전자,브랜드,삼성전자 신제품 런칭 할인,방문 인증 시 사은품,,other,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e147,popup,팝업,젠틀몬스터,브랜드,젠틀몬스터 팝업스토어,2+1,,bundle,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e110,tech,테크,JBL,브랜드,JBL 신제품 런칭 할인,45% OFF,45.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e115,tech,테크,벤큐,브랜드,벤큐 신제품 런칭 할인,45% OFF,45.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e142,living,리빙,자주,소상공인,자주 홈리뉴얼 할인전,2+1,,bundle,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e124,delivery,딜리버리,경기배달특급,브랜드,경기배달특급 첫 주문 할인 쿠폰,40% OFF,40.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e138,living,리빙,에이스침대,브랜드,에이스침대 홈리뉴얼 할인전,20% OFF,20.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e129,stay,스테이,메리어트,브랜드,메리어트 얼리버드 예약 할인,50% OFF,50.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e133,stay,스테이,한화리조트,브랜드,한화리조트 얼리버드 예약 할인,35% OFF,35.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
e160,popup,팝업,선릉 오피스 간식팝업,브랜드,선릉 오피스 간식팝업 팝업스토어,35% OFF,35.0,percent,2026.08.05 - 2026.08.20,2026-08-05,2026-08-20,16,True
